X1,UID,iso2,iso3,code3,FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Combined_Key,latStation,longStation,usaf,wban,station,LatDelta,LongDelta,Delta,StationProximity,GoodLocation
377,84012075,US,USA,840,12075,Levy,Florida,US,29.31829741,-82.74007147,"Levy, Florida, US",29.14,-83.03,994640,99999,CEDAR KEY,0.178297409999999,0.2899285299999974,0.3403652727889071,TRUE,TRUE
378,84012077,US,USA,840,12077,Liberty,Florida,US,30.23766008,-84.8829258,"Liberty, Florida, US",29.783,-84.883,997992,99999,APALACHICOLA RESERVE,0.45466008,7.420000000024629e-5,0.4546600860546771,TRUE,TRUE
379,84012079,US,USA,840,12079,Madison,Florida,US,30.44396917,-83.47398594,"Madison, Florida, US",30.783,-83.277,722166,93845,VALDOSTA REGIONAL AIRPORT,-0.3390308300000022,-0.1969859400000047,0.39210376719457296,TRUE,TRUE
380,84012081,US,USA,840,12081,Manatee,Florida,US,27.47196942,-82.31831044,"Manatee, Florida, US",27.401,-82.559,722115,12871,SARASOTA/BRADENTON INTL AP,0.07096942000000084,0.24068955999999275,0.2509344991588973,TRUE,TRUE
381,84012083,US,USA,840,12083,Marion,Florida,US,29.21227113,-82.05803627,"Marion, Florida, US",29.167,-82.233,722055,12861,OCALA INTERNATIONAL AIRPORT-JIM TAYLOR FIELD,0.045271129999999715,0.17496373000000176,0.1807257093691719,TRUE,TRUE
382,84012085,US,USA,840,12085,Martin,Florida,US,27.0772071,-80.43109784,"Martin, Florida, US",27.182,-80.221,722189,92815,WITHAM FIELD AIRPORT,-0.10479289999999963,-0.2100978400000031,0.23478214212984092,TRUE,TRUE
383,84012086,US,USA,840,12086,Miami-Dade,Florida,US,25.6112362,-80.55170587,"Miami-Dade, Florida, US",25.648,-80.433,722029,12888,KENDALL-TAMIAMI EXEC ARPT,-0.036763799999999236,-0.11870586999999944,0.12426850189366857,TRUE,TRUE
384,84012087,US,USA,840,12087,Monroe,Florida,US,25.20904673,-81.07812416,"Monroe, Florida, US",25.295,-81.013,998493,99999,CLEAR WATER PASS,-0.08595327000000097,-0.06512415999999632,0.10783840150613411,TRUE,TRUE
385,84012089,US,USA,840,12089,Nassau,Florida,US,30.61037141,-81.80297522,"Nassau, Florida, US",30.495,-81.694,722060,13889,JACKSONVILLE  INTERNATIONAL AIRPORT,0.11537140999999806,-0.10897521999999071,0.15870148335612375,TRUE,TRUE
386,84012091,US,USA,840,12091,Okaloosa,Florida,US,30.69143028,-86.59267105,"Okaloosa, Florida, US",30.65,-86.517,722246,03844,EGLIN AF AUX NR 3 D,0.04143028000000015,-0.07567105000001106,0.08627036518401082,TRUE,TRUE
387,84012093,US,USA,840,12093,Okeechobee,Florida,US,27.3863362,-80.88944347,"Okeechobee, Florida, US",27.267,-80.85,722261,00360,OKEECHOBEE COUNTY AIRPORT,0.11933619999999934,-0.03944347000000903,0.12568578263304667,TRUE,TRUE
388,84012095,US,USA,840,12095,Orange,Florida,US,28.51367621,-81.31799498,"Orange, Florida, US",28.545,-81.333,722053,12841,EXECUTIVE AIRPORT,-0.03132379000000185,0.01500502000000381,0.034732268068249306,TRUE,TRUE
389,84012097,US,USA,840,12097,Osceola,Florida,US,28.06312234,-81.14882926,"Osceola, Florida, US",28.29,-81.437,722011,92813,KISSIMMEE GATEWAY AIRPORT,-0.22687765999999954,0.2881707399999982,0.3667640222257657,TRUE,TRUE
390,84080012,US,USA,840,80012,Out of FL,Florida,US,0,0,"Out of FL, Florida, US",0,0,538660,99999,BOGUS CHINESE,0,0,0,TRUE,FALSE
391,84012099,US,USA,840,12099,Palm Beach,Florida,US,26.64676272,-80.46536002,"Palm Beach, Florida, US",26.685,-80.099,722030,12844,PALM BEACH INTERNATIONAL AIRPORT,-0.03823727999999704,-0.3663600200000019,0.36835004253590087,TRUE,TRUE
392,84012101,US,USA,840,12101,Pasco,Florida,US,28.30810945,-82.40227529,"Pasco, Florida, US",28.474,-82.454,722014,12818,HERNANDO COUNTY AIRPORT,-0.1658905500000003,0.051724709999987795,0.1737674313670011,TRUE,TRUE
393,84012103,US,USA,840,12103,Pinellas,Florida,US,27.93130349,-82.72239666,"Pinellas, Florida, US",27.911,-82.688,722116,12873,ST PETE-CLWTR INTL AIRPORT,0.02030348999999987,-0.03439665999999875,0.03994198199057739,TRUE,TRUE
394,84012105,US,USA,840,12105,Polk,Florida,US,27.95027105,-81.69732947,"Polk, Florida, US",27.95,-81.783,722123,12809,BARTOW MUNICIPAL AIRPORT,2.710500000020488e-4,0.08567053000000158,0.08567095878174628,TRUE,TRUE
395,84012107,US,USA,840,12107,Putnam,Florida,US,29.60779729,-81.74230285,"Putnam, Florida, US",29.845,-82.048,749048,00415,KEYSTONE AIRPARK,-0.23720270999999826,0.3056971500000003,0.38693135457011746,TRUE,TRUE
396,84012113,US,USA,840,12113,Santa Rosa,Florida,US,30.6934145,-87.02458128,"Santa Rosa, Florida, US",30.704,-87.023,720383,53847,WHITING FIELD NAVAL AIR STATION-SOUTH,-0.010585500000001247,-0.0015812800000105653,0.010702955511841568,TRUE,TRUE
397,84012115,US,USA,840,12115,Sarasota,Florida,US,27.18546175,-82.33174248,"Sarasota, Florida, US",27.072,-82.44,722118,00482,VENICE MUNICIPAL AIRPORT,0.11346175000000258,0.10825751999999511,0.15682238153277875,TRUE,TRUE
398,84012117,US,USA,840,12117,Seminole,Florida,US,28.7158582,-81.24060348,"Seminole, Florida, US",28.78,-81.244,722057,12854,ORLANDO SANFORD AIRPORT,-0.06414180000000158,0.003396519999995462,0.06423166551904576,TRUE,TRUE
399,84012109,US,USA,840,12109,St. Johns,Florida,US,29.90096506,-81.43589967,"St. Johns, Florida, US",29.959,-81.34,722212,92814,ST AUGUSTINE AIRPORT,-0.05803493999999887,-0.09589966999999433,0.112092822994656,TRUE,TRUE
400,84012111,US,USA,840,12111,St. Lucie,Florida,US,27.37763908,-80.47106649,"St. Lucie, Florida, US",27.498,-80.377,722103,12895,ST LUCIE COUNTY INTL ARPT,-0.12036091999999954,-0.094066490000003,0.1527588151438959,TRUE,TRUE
401,84012119,US,USA,840,12119,Sumter,Florida,US,28.70181754,-82.0794267,"Sumter, Florida, US",28.817,-82.317,724737,00377,INVERNESS AIRPORT,-0.11518245999999976,0.237573299999994,0.2640228625792446,TRUE,TRUE
402,84012121,US,USA,840,12121,Suwannee,Florida,US,30.19746066,-82.9909967,"Suwannee, Florida, US",30.072,-83.574,A00009,53862,PERRY-FOLEY AIRPORT,0.12546066000000167,0.5830033000000014,0.5963499182682326,FALSE,FALSE
403,84012123,US,USA,840,12123,Taylor,Florida,US,30.04848048,-83.60445406,"Taylor, Florida, US",30.072,-83.574,A00009,53862,PERRY-FOLEY AIRPORT,-0.023519520000000682,-0.03045405999999673,0.038478794049629894,TRUE,TRUE
404,84090012,US,USA,840,90012,Unassigned,Florida,US,0,0,"Unassigned, Florida, US",0,0,538660,99999,BOGUS CHINESE,0,0,0,TRUE,FALSE
405,84012125,US,USA,840,12125,Union,Florida,US,30.04412971,-82.37497443,"Union, Florida, US",29.845,-82.048,749048,00415,KEYSTONE AIRPARK,0.19912971000000113,-0.3269744299999928,0.38283798045453216,TRUE,TRUE
406,84012127,US,USA,840,12127,Volusia,Florida,US,29.05858895,-81.18263252,"Volusia, Florida, US",29.067,-81.283,720904,00299,DELAND MUNICIPAL AIRPORT SIDNEY H TAYLOR FIELD,-0.00841104999999942,0.10036748000000273,0.10071929707684342,TRUE,TRUE
407,84012129,US,USA,840,12129,Wakulla,Florida,US,30.16548905,-84.39895211,"Wakulla, Florida, US",30.06,-84.29,994086,99999,SHP - SHELL POINT  FL,0.10548905000000275,-0.10895210999998994,0.151652569854101,TRUE,TRUE
408,84012131,US,USA,840,12131,Walton,Florida,US,30.64204028,-86.16935664,"Walton, Florida, US",30.65,-86.517,722246,03844,EGLIN AF AUX NR 3 D,-0.007959719999998782,0.3476433599999922,0.347734471823779,TRUE,TRUE
409,84012133,US,USA,840,12133,Washington,Florida,US,30.61359259,-85.66002461,"Washington, Florida, US",30.846,-85.601,747761,99999,TRI CO,-0.23240741000000043,-0.05902460999999448,0.23978554753896186,TRUE,TRUE
410,84013001,US,USA,840,13001,Appling,Georgia,US,31.74847232,-82.28909114,"Appling, Georgia, US",31.536,-82.507,723160,13870,BACON COUNTY AIRPORT,0.21247231999999983,0.21790886000000853,0.30434972980550784,TRUE,TRUE
411,84013003,US,USA,840,13003,Atkinson,Georgia,US,31.29633502,-82.87545866,"Atkinson, Georgia, US",31.477,-82.861,722062,63842,DOUGLAS MUNICIPAL AIRPORT,-0.18066497999999953,-0.01445866000000251,0.18124262149780307,TRUE,TRUE
412,84013005,US,USA,840,13005,Bacon,Georgia,US,31.55456473,-82.45936528,"Bacon, Georgia, US",31.536,-82.507,723160,13870,BACON COUNTY AIRPORT,0.01856472999999781,0.047634720000004904,0.051124512217249424,TRUE,TRUE
413,84013007,US,USA,840,13007,Baker,Georgia,US,31.32669878,-84.44218806,"Baker, Georgia, US",31.313,-84.471,999999,63828,NEWTON 8 W,0.013698780000002131,0.028811939999997094,0.03190273436638137,TRUE,TRUE
414,84013009,US,USA,840,13009,Baldwin,Georgia,US,33.06882326,-83.24701748,"Baldwin, Georgia, US",33.154,-83.241,720348,63886,BALDWIN COUNTY AIRPORT,-0.08517674000000142,-0.006017479999997022,0.0853890338543434,TRUE,TRUE
415,84013011,US,USA,840,13011,Banks,Georgia,US,34.35607081,-83.49644388,"Banks, Georgia, US",34.147,-83.561,749483,00394,JACKSON COUNTY AIRPORT,0.20907081000000005,0.06455612000000599,0.21881064010580312,TRUE,TRUE
416,84013013,US,USA,840,13013,Barrow,Georgia,US,33.99148694,-83.71436292,"Barrow, Georgia, US",33.983,-83.668,747809,03832,WINDER-BORROW AIRPORT,0.008486940000004495,-0.04636291999999287,0.04713330564992673,TRUE,TRUE
417,84013015,US,USA,840,13015,Bartow,Georgia,US,34.23732119,-84.83887523,"Bartow, Georgia, US",34.123,-84.849,722156,53873,CARTERSVILLE AIRPORT,0.1143211900000054,0.010124770000004446,0.1147686605767024,TRUE,TRUE
418,84013017,US,USA,840,13017,Ben Hill,Georgia,US,31.76095874,-83.22145359,"Ben Hill, Georgia, US",31.684,-83.27,721033,00350,FITZGERALD MUNICIPAL AIRPORT,0.07695873999999847,0.04854641000000015,0.09099121708316402,TRUE,TRUE
419,84013019,US,USA,840,13019,Berrien,Georgia,US,31.27590016,-83.2252992,"Berrien, Georgia, US",31.429,-83.489,720712,00250,HENRY TIFT MYERS AIRPORT,-0.15309983999999943,0.2637008000000094,0.30492240476663957,TRUE,TRUE
420,84013021,US,USA,840,13021,Bibb,Georgia,US,32.80904227,-83.70489165,"Bibb, Georgia, US",32.685,-83.653,722170,03813,MIDDLE GEORGIA REGIONAL AIRPORT,0.12404226999999679,-0.05189164999998752,0.1344590201008222,TRUE,TRUE
421,84013023,US,USA,840,13023,Bleckley,Georgia,US,32.43829035,-83.33035166,"Bleckley, Georgia, US",32.214,-83.128,720962,00337,HEART OF GEORGIA REGIONAL AIRPORT,0.22429035000000397,-0.20235166000000504,0.30208004801357197,TRUE,TRUE
422,84013025,US,USA,840,13025,Brantley,Georgia,US,31.19576557,-81.97743999,"Brantley, Georgia, US",31.25,-82.4,722130,13861,WAYCROSS-WARE CO. AIRPORT,-0.054234430000001055,0.4225600100000122,0.42602621450872646,TRUE,TRUE
423,84013027,US,USA,840,13027,Brooks,Georgia,US,30.83922642,-83.58303423,"Brooks, Georgia, US",30.902,-83.881,720738,00267,THOMASVILLE REGIONAL AIRPORT,-0.06277358000000177,0.2979657700000047,0.3045063586162238,TRUE,TRUE
424,84013029,US,USA,840,13029,Bryan,Georgia,US,32.00979311,-81.44002948,"Bryan, Georgia, US",31.883,-81.567,722090,03875,WRIGHT AAF AIRPORT,0.1267931099999977,0.1269705199999862,0.17943802744273138,TRUE,TRUE
425,84013031,US,USA,840,13031,Bulloch,Georgia,US,32.39577406,-81.74811421,"Bulloch, Georgia, US",32.483,-81.737,747805,63818,STATESBORO-BULLOCK CO ARPT,-0.08722593999999617,-0.011114210000002345,0.08793116781214204,TRUE,TRUE
426,84013033,US,USA,840,13033,Burke,Georgia,US,33.05917989,-81.99928721,"Burke, Georgia, US",33.364,-81.963,722180,03820,AUGUSTA REGIONAL AT BUSH FIELD AP,-0.3048201099999943,-0.03628721000001178,0.306972410926444,TRUE,TRUE
427,84013035,US,USA,840,13035,Butts,Georgia,US,33.2830945,-83.9543504,"Butts, Georgia, US",33.227,-84.275,720966,00339,GRIFFIN SPALDING COUNTY AIRPORT,0.05609450000000038,0.3206496000000101,0.3255192143490404,TRUE,TRUE
428,84013037,US,USA,840,13037,Calhoun,Georgia,US,31.53169785,-84.62725131,"Calhoun, Georgia, US",31.313,-84.471,999999,63828,NEWTON 8 W,0.21869785000000164,-0.1562513100000018,0.2687809916481072,TRUE,TRUE
429,84013039,US,USA,840,13039,Camden,Georgia,US,30.92951916,-81.66601818,"Camden, Georgia, US",30.808,-81.46,999999,63856,BRUNSWICK 23 S,0.12151916000000185,-0.20601818000000094,0.23918694934636134,TRUE,TRUE
430,84013043,US,USA,840,13043,Candler,Georgia,US,32.40209349,-82.07702563,"Candler, Georgia, US",32.2,-81.87,722691,00366,CLAXTON EVANS COUNTY AIRPORT,0.20209348999999577,-0.20702562999998975,0.2893119253976079,TRUE,TRUE
431,84013045,US,USA,840,13045,Carroll,Georgia,US,33.58138199,-85.07976677,"Carroll, Georgia, US",33.633,-85.15,720674,00249,WEST GEORGIA REGIONAL AIRPORT O V GRAY FIELD,-0.051618010000005654,0.07023322999999948,0.08716149122515923,TRUE,TRUE
432,84013047,US,USA,840,13047,Catoosa,Georgia,US,34.89872298,-85.13757014,"Catoosa, Georgia, US",35.034,-85.2,723240,13882,LOVELL FIELD AIRPORT,-0.13527701999999664,0.06242986000000883,0.14898778325654824,TRUE,TRUE
433,84013049,US,USA,840,13049,Charlton,Georgia,US,30.78371028,-82.13951596,"Charlton, Georgia, US",30.495,-81.694,722060,13889,JACKSONVILLE  INTERNATIONAL AIRPORT,0.2887102800000001,-0.4455159599999945,0.5308842589419988,FALSE,FALSE
434,84013051,US,USA,840,13051,Chatham,Georgia,US,32.00043026,-81.12489526,"Chatham, Georgia, US",32.017,-81.133,747804,13824,HUNTER ARMY AIRFIELD,-0.016569740000001332,0.008104739999993171,0.018445679552001694,TRUE,TRUE
435,84013053,US,USA,840,13053,Chattahoochee,Georgia,US,32.34341231,-84.78809239,"Chattahoochee, Georgia, US",32.35,-85,722250,13829,LAWSON AAF AIRPORT,-0.006587690000003477,0.21190760999999725,0.21200998286742792,TRUE,TRUE
436,84013055,US,USA,840,13055,Chattooga,Georgia,US,34.47197698,-85.34535662,"Chattooga, Georgia, US",34.348,-85.161,723200,93801,RICHARD B RUSSELL AIRPORT,0.1239769800000019,-0.18435662000000264,0.22216582749771902,TRUE,TRUE
437,84013057,US,USA,840,13057,Cherokee,Georgia,US,34.24393976,-84.47431861,"Cherokee, Georgia, US",34.317,-84.417,722109,00355,CHEROKEE COUNTY AIRPORT,-0.07306023999999667,-0.05731860999999583,0.09286130368021296,TRUE,TRUE
438,84013059,US,USA,840,13059,Clarke,Georgia,US,33.95436462,-83.37124007,"Clarke, Georgia, US",33.948,-83.328,723110,13873,ATHENS/BEN EPPS AIRPORT,0.006364619999999377,-0.04324006999999597,0.043705972604999234,TRUE,TRUE
439,84013061,US,USA,840,13061,Clay,Georgia,US,31.62221166,-84.97713865,"Clay, Georgia, US",31.397,-84.895,720257,63835,EARLY COUNTY AIRPORT,0.22521166000000292,-0.08213865000000453,0.23972286003587592,TRUE,TRUE
440,84013063,US,USA,840,13063,Clayton,Georgia,US,33.54187245,-84.35594188,"Clayton, Georgia, US",33.63,-84.442,722190,13874,HARTSFIELD-JACKSON ATLANTA INTL AP,-0.08812755000000294,0.08605811999998991,0.12317656062309777,TRUE,TRUE
441,84013065,US,USA,840,13065,Clinch,Georgia,US,30.91395822,-82.70432472,"Clinch, Georgia, US",31.056,-82.767,720392,00128,HOMERVILLE AIRPORT,-0.14204177999999956,0.06267527999999345,0.15525481631384533,TRUE,TRUE
442,84013067,US,USA,840,13067,Cobb,Georgia,US,33.94243204,-84.5761255,"Cobb, Georgia, US",33.917,-84.517,722270,13864,DOBBINS AIR RESERVE BASE AIRPORT,0.025432039999998324,-0.05912550000000749,0.06436313703364994,TRUE,TRUE
443,84013069,US,USA,840,13069,Coffee,Georgia,US,31.54892966,-82.8549206,"Coffee, Georgia, US",31.477,-82.861,722062,63842,DOUGLAS MUNICIPAL AIRPORT,0.07192965999999856,0.006079400000004398,0.07218611426081506,TRUE,TRUE
444,84013071,US,USA,840,13071,Colquitt,Georgia,US,31.18810588,-83.7677946,"Colquitt, Georgia, US",31.083,-83.8,722147,53817,MOULTRIE MUNICIPAL AIRPORT,0.10510587999999998,0.032205399999995166,0.10992922177353065,TRUE,TRUE
445,84013073,US,USA,840,13073,Columbia,Georgia,US,33.54534185,-82.263524,"Columbia, Georgia, US",33.667,-82.2,998205,99999,STROM THURMOND DAM,-0.1216581500000018,-0.06352400000000102,0.13724432242327209,TRUE,TRUE
446,84013075,US,USA,840,13075,Cook,Georgia,US,31.16068491,-83.42947229,"Cook, Georgia, US",31.429,-83.489,720712,00250,HENRY TIFT MYERS AIRPORT,-0.268315089999998,0.05952770999999757,0.2748391088974617,TRUE,TRUE
447,84013077,US,USA,840,13077,Coweta,Georgia,US,33.35334302,-84.76129976,"Coweta, Georgia, US",33.312,-84.77,722176,53884,NEWNAN COWETA COUNTY ARPT,0.04134301999999934,0.008700239999996029,0.04224854410246436,TRUE,TRUE
448,84013079,US,USA,840,13079,Crawford,Georgia,US,32.71391813,-83.98061238,"Crawford, Georgia, US",32.685,-83.653,722170,03813,MIDDLE GEORGIA REGIONAL AIRPORT,0.028918130000000986,-0.3276123799999908,0.3288861957759178,TRUE,TRUE
449,84013081,US,USA,840,13081,Crisp,Georgia,US,31.92289565,-83.76811843,"Crisp, Georgia, US",32.11,-84.189,720948,00328,JIMMY CARTER REGIONAL AIRPORT,-0.18710434999999848,0.4208815699999917,0.460596714876018,TRUE,TRUE
450,84013083,US,USA,840,13083,Dade,Georgia,US,34.8549167,-85.50490424,"Dade, Georgia, US",34.565,-85.617,999999,63862,VALLEY HEAD 1 SSW,0.28991669999999914,0.11209576000000254,0.31083299752257265,TRUE,TRUE
451,84013085,US,USA,840,13085,Dawson,Georgia,US,34.44244079,-84.16964071,"Dawson, Georgia, US",34.317,-84.417,722109,00355,CHEROKEE COUNTY AIRPORT,0.12544078999999897,0.24735929000000567,0.27734817494465464,TRUE,TRUE
452,84013089,US,USA,840,13089,DeKalb,Georgia,US,33.76944049,-84.22396017,"DeKalb, Georgia, US",33.875,-84.302,722196,53863,DEKALB-PEACHTREE AIRPORT,-0.10555950999999908,0.07803983000000869,0.1312746175689351,TRUE,TRUE
453,84013087,US,USA,840,13087,Decatur,Georgia,US,30.87967778,-84.57619536,"Decatur, Georgia, US",30.983,-84.633,720268,53882,DCATR CO INDUS AIRPK ARPT,-0.10332221999999902,0.05680463999999574,0.11790779563394999,TRUE,TRUE
454,84013091,US,USA,840,13091,Dodge,Georgia,US,32.17265114,-83.16948926,"Dodge, Georgia, US",32.214,-83.128,720962,00337,HEART OF GEORGIA REGIONAL AIRPORT,-0.04134885999999938,-0.041489260000005856,0.0585754805242572,TRUE,TRUE
455,84013093,US,USA,840,13093,Dooly,Georgia,US,32.15630737,-83.79746561,"Dooly, Georgia, US",32.11,-84.189,720948,00328,JIMMY CARTER REGIONAL AIRPORT,0.04630737000000096,0.3915343899999897,0.3942633017020238,TRUE,TRUE
456,84013095,US,USA,840,13095,Dougherty,Georgia,US,31.53328528,-84.21722377,"Dougherty, Georgia, US",31.536,-84.194,722160,13869,SW GEORGIA REGIONAL ARPT,-0.0027147200000001703,-0.02322377000000131,0.02338189893253672,TRUE,TRUE
457,84013097,US,USA,840,13097,Douglas,Georgia,US,33.70291126,-84.77026156,"Douglas, Georgia, US",33.779,-84.521,722195,03888,FULTON CO-BROWN FLD ARPT,-0.07608874000000299,-0.24926155999999366,0.26061623442989595,TRUE,TRUE
458,84013099,US,USA,840,13099,Early,Georgia,US,31.32155345,-84.90255207,"Early, Georgia, US",31.397,-84.895,720257,63835,EARLY COUNTY AIRPORT,-0.07544654999999878,-0.007552070000002686,0.07582358253332043,TRUE,TRUE
459,84013101,US,USA,840,13101,Echols,Georgia,US,30.71101099,-82.89687287,"Echols, Georgia, US",30.783,-83.277,722166,93845,VALDOSTA REGIONAL AIRPORT,-0.0719890100000029,0.3801271300000053,0.3868837713355543,TRUE,TRUE
460,84013103,US,USA,840,13103,Effingham,Georgia,US,32.36616021,-81.34280942,"Effingham, Georgia, US",32.131,-81.202,722070,03822,SAVANNAH/HILTON HEAD INTL AIRPORT,0.23516020999999654,-0.14080941999999652,0.27409417565497063,TRUE,TRUE
461,84013105,US,USA,840,13105,Elbert,Georgia,US,34.11302332,-82.83936148,"Elbert, Georgia, US",33.78,-82.816,720294,53898,WASHINGTON-WILKES CO ARPT,0.33302332000000234,-0.023361479999991275,0.3338417146068087,TRUE,TRUE
462,84013107,US,USA,840,13107,Emanuel,Georgia,US,32.59221302,-82.30239915,"Emanuel, Georgia, US",32.609,-82.37,720951,00330,EAST GEORGIA REGIONAL AIRPORT,-0.01678697999999912,0.06760085000000515,0.0696539849415923,TRUE,TRUE
463,84013109,US,USA,840,13109,Evans,Georgia,US,32.15328841,-81.8870105,"Evans, Georgia, US",32.2,-81.87,722691,00366,CLAXTON EVANS COUNTY AIRPORT,-0.046711590000001024,-0.01701049999999782,0.04971247077523025,TRUE,TRUE
464,84013111,US,USA,840,13111,Fannin,Georgia,US,34.86430205,-84.316964,"Fannin, Georgia, US",34.85,-83.983,720409,99999,BLAIRSVILLE AIRPORT,0.014302049999997735,-0.3339639999999946,0.33427010325513534,TRUE,TRUE
465,84013113,US,USA,840,13113,Fayette,Georgia,US,33.41357794,-84.49089434,"Fayette, Georgia, US",33.355,-84.567,722197,53819,PCHTRE CTY-FALCON FLD ARPT,0.05857794000000638,0.07610565999999608,0.09603877622439465,TRUE,TRUE
466,84013115,US,USA,840,13115,Floyd,Georgia,US,34.26268279,-85.21577392,"Floyd, Georgia, US",34.348,-85.161,723200,93801,RICHARD B RUSSELL AIRPORT,-0.08531720999999948,-0.05477392000000236,0.10138643220052015,TRUE,TRUE
467,84013117,US,USA,840,13117,Forsyth,Georgia,US,34.22604035,-84.1231513,"Forsyth, Georgia, US",34.272,-83.83,722185,53838,LEE GILMER MEMORIAL ARPT,-0.04595965000000035,-0.2931513000000052,0.29673215889049775,TRUE,TRUE
468,84013119,US,USA,840,13119,Franklin,Georgia,US,34.37525597,-83.23159927,"Franklin, Georgia, US",34.594,-83.296,725258,00382,TOCCOA RG LETOURNEAU FIELD AIRPORT,-0.21874403000000342,0.06440073000000268,0.228027201634313,TRUE,TRUE
469,84013121,US,USA,840,13121,Fulton,Georgia,US,33.79216944,-84.46319413,"Fulton, Georgia, US",33.779,-84.521,722195,03888,FULTON CO-BROWN FLD ARPT,0.013169439999998644,0.05780586999999571,0.05928703700110141,TRUE,TRUE
470,84013123,US,USA,840,13123,Gilmer,Georgia,US,34.69316688,-84.45802506,"Gilmer, Georgia, US",34.722,-84.869,722154,53885,DALTON MUNICIPAL AIRPORT,-0.0288331200000016,0.4109749400000027,0.41198513336883924,TRUE,TRUE
471,84013125,US,USA,840,13125,Glascock,Georgia,US,33.22879932,-82.61297636,"Glascock, Georgia, US",33.53,-82.516,720289,63836,THOMSON-MCDUFFIE CO ARPT,-0.3012006800000009,-0.09697635999999932,0.3164273440006606,TRUE,TRUE
472,84013127,US,USA,840,13127,Glynn,Georgia,US,31.23279254,-81.53811412,"Glynn, Georgia, US",31.259,-81.466,722136,53883,BRUNSWICK GOLDEN ISLES APT,-0.02620746000000196,-0.07211412000000905,0.07672859481984151,TRUE,TRUE
473,84013129,US,USA,840,13129,Gordon,Georgia,US,34.50487351,-84.87296253,"Gordon, Georgia, US",34.722,-84.869,722154,53885,DALTON MUNICIPAL AIRPORT,-0.21712648999999828,-0.003962529999995468,0.21716264481655267,TRUE,TRUE
474,84013131,US,USA,840,13131,Grady,Georgia,US,30.87454847,-84.23418364,"Grady, Georgia, US",30.902,-83.881,720738,00267,THOMASVILLE REGIONAL AIRPORT,-0.027451530000000446,-0.35318363999999747,0.35424888152679995,TRUE,TRUE
475,84013133,US,USA,840,13133,Greene,Georgia,US,33.5769205,-83.17139104,"Greene, Georgia, US",33.598,-83.139,720347,63877,GREENE COUNTY REGIONAL AIRPORT,-0.02107949999999903,-0.032391040000007365,0.03864614848250775,TRUE,TRUE
476,84013135,US,USA,840,13135,Gwinnett,Georgia,US,33.96044201,-84.02137802,"Gwinnett, Georgia, US",33.98,-83.963,747808,63803,GWINNETT CO-BRISCOE FD APT,-0.019557989999995584,-0.05837802000000636,0.06156710316363009,TRUE,TRUE
477,84013137,US,USA,840,13137,Habersham,Georgia,US,34.63331566,-83.53094677,"Habersham, Georgia, US",34.594,-83.296,725258,00382,TOCCOA RG LETOURNEAU FIELD AIRPORT,0.03931565999999975,-0.23494676999999342,0.23821357193633066,TRUE,TRUE
478,84013139,US,USA,840,13139,Hall,Georgia,US,34.32207823,-83.81896936,"Hall, Georgia, US",34.272,-83.83,722185,53838,LEE GILMER MEMORIAL ARPT,0.050078230000004,0.011030640000001313,0.0512786908836695,TRUE,TRUE
479,84013141,US,USA,840,13141,Hancock,Georgia,US,33.2721566,-82.99766919,"Hancock, Georgia, US",33.154,-83.241,720348,63886,BALDWIN COUNTY AIRPORT,0.11815659999999895,0.24333081000000334,0.270501137185812,TRUE,TRUE
480,84013143,US,USA,840,13143,Haralson,Georgia,US,33.79602175,-85.21005667,"Haralson, Georgia, US",33.633,-85.15,720674,00249,WEST GEORGIA REGIONAL AIRPORT O V GRAY FIELD,0.16302174999999863,-0.06005666999999448,0.17373224969633672,TRUE,TRUE
481,84013145,US,USA,840,13145,Harris,Georgia,US,32.73709786,-84.90538572,"Harris, Georgia, US",32.516,-84.942,722255,93842,COLUMBUS METRO AIRPORT,0.22109786000000042,0.03661427999999489,0.22410905648031676,TRUE,TRUE
482,84013147,US,USA,840,13147,Hart,Georgia,US,34.34626973,-82.96567682,"Hart, Georgia, US",34.498,-82.71,723190,93846,ANDERSON REGIONAL AIRPORT,-0.1517302699999945,-0.255676820000005,0.2973091171148073,TRUE,TRUE
483,84013149,US,USA,840,13149,Heard,Georgia,US,33.29686567,-85.12886832,"Heard, Georgia, US",33.017,-85.067,747807,03821,LAGRANGE-CALLAWAY AIRPORT,0.2798656699999995,-0.061868320000002086,0.2866225431890717,TRUE,TRUE
484,84013151,US,USA,840,13151,Henry,Georgia,US,33.4533428,-84.1481466,"Henry, Georgia, US",33.227,-84.275,720966,00339,GRIFFIN SPALDING COUNTY AIRPORT,0.22634280000000473,0.12685340000000167,0.25946646836036935,TRUE,TRUE
485,84013153,US,USA,840,13153,Houston,Georgia,US,32.45802497,-83.66879087,"Houston, Georgia, US",32.633,-83.6,722175,13860,ROBINS AFB AIRPORT,-0.17497503000000592,-0.06879087000000084,0.18801182122106042,TRUE,TRUE
486,84013155,US,USA,840,13155,Irwin,Georgia,US,31.60213036,-83.27501387,"Irwin, Georgia, US",31.684,-83.27,721033,00350,FITZGERALD MUNICIPAL AIRPORT,-0.08186964000000074,-0.005013869999999088,0.08202302631643515,TRUE,TRUE
