"","UID","iso2","iso3","code3","FIPS","Admin2","Province_State","Country_Region","Lat","Long_","Combined_Key","latStation","longStation","usaf","wban","station"
"705",84017157,"US","USA",840,17157,"Randolph","Illinois","US",38.05095369,-89.82512254,"Randolph, Illinois, US",38.149,-89.699,"744653","63814","SPARTA COMMUNITY-HUNTER FIELD AIRPORT"
"706",84017159,"US","USA",840,17159,"Richland","Illinois","US",38.71240969,-88.08475366,"Richland, Illinois, US",38.722,-88.176,"744659","53822","OLNEY-NOBLE AIRPORT"
"707",84017161,"US","USA",840,17161,"Rock Island","Illinois","US",41.46613806,-90.57042164,"Rock Island, Illinois, US",41.465,-90.523,"725440","14923","QUAD CITY INTERNATIONAL AIRPORT"
"708",84017165,"US","USA",840,17165,"Saline","Illinois","US",37.75332999,-88.54119706,"Saline, Illinois, US",37.811,-88.549,"744652","53897","HARRISBURG-RALEIGH AIRPORT"
"709",84017167,"US","USA",840,17167,"Sangamon","Illinois","US",39.75836914,-89.65872023,"Sangamon, Illinois, US",39.845,-89.684,"724390","93822","ABRAHAM LINCOLN CAPITAL AIRPORT"
"710",84017169,"US","USA",840,17169,"Schuyler","Illinois","US",40.1571798,-90.61114163,"Schuyler, Illinois, US",40.52,-90.652,"722157","04949","MACOMB MUNICIPAL AIRPORT"
"711",84017171,"US","USA",840,17171,"Scott","Illinois","US",39.6429169,-90.47814431,"Scott, Illinois, US",39.78,-90.238,"744666","53944","JACKSONVILLE MUNICIPAL AIRPORT"
"712",84017173,"US","USA",840,17173,"Shelby","Illinois","US",39.39133527,-88.80611122,"Shelby, Illinois, US",39.07,-88.533,"999999","93816","EFFINGHAM COUNTY MEMORIAL ARPT"
"713",84017163,"US","USA",840,17163,"St. Clair","Illinois","US",38.46996033,-89.93063427,"St. Clair, Illinois, US",38.55,-89.85,"724338","13802","SCOTT AIR FORCE BASE/MIDAMERICA AIRPORT"
"714",84017175,"US","USA",840,17175,"Stark","Illinois","US",41.09309773,-89.79745866,"Stark, Illinois, US",41.019,-89.386,"A00017","04868","MARSHALL COUNTY AIRPORT"
"715",84017177,"US","USA",840,17177,"Stephenson","Illinois","US",42.35129217,-89.662598,"Stephenson, Illinois, US",42.246,-89.582,"722082","04876","ALBERTUS AIRPORT"
"716",84017179,"US","USA",840,17179,"Tazewell","Illinois","US",40.50716185,-89.51404662,"Tazewell, Illinois, US",40.668,-89.684,"725320","14842","GREATER PEORIA REGIONAL AIRPORT"
"717",84090017,"US","USA",840,90017,"Unassigned","Illinois","US",0,0,"Unassigned, Illinois, US",0,0,"538660","99999","BOGUS CHINESE"
"718",84017181,"US","USA",840,17181,"Union","Illinois","US",37.47119609,-89.25548938,"Union, Illinois, US",37.78,-89.25,"724336","93810","SOUTHERN ILLINOIS AIRPORT"
"719",84017183,"US","USA",840,17183,"Vermilion","Illinois","US",40.18417171,-87.73384359,"Vermilion, Illinois, US",40.2,-87.6,"722076","94891","VERMILION COUNTY AIRPORT"
"720",84017185,"US","USA",840,17185,"Wabash","Illinois","US",38.44272901,-87.84922065,"Wabash, Illinois, US",38.607,-87.727,"720330","63853","MOUNT CARMEL MUNICIPAL AIRPORT"
"721",84017187,"US","USA",840,17187,"Warren","Illinois","US",40.84925021,-90.6147432,"Warren, Illinois, US",40.933,-90.433,"722089","94959","GALESBURG MUNICIPAL ARPT"
"722",84017189,"US","USA",840,17189,"Washington","Illinois","US",38.35309213,-89.40982703,"Washington, Illinois, US",38.515,-89.092,"744657","53887","CENTRALIA MUNICIPAL ARPT"
"723",84017191,"US","USA",840,17191,"Wayne","Illinois","US",38.42955355,-88.42586459,"Wayne, Illinois, US",38.379,-88.413,"744656","53891","FAIRFIELD MUNICIPAL ARPT"
"724",84017193,"US","USA",840,17193,"White","Illinois","US",38.08706198,-88.17657461,"White, Illinois, US",38.089,-88.123,"722074","63840","CARMI MINICIPAL AIRPORT"
"725",84017195,"US","USA",840,17195,"Whiteside","Illinois","US",41.75509713,-89.91556058,"Whiteside, Illinois, US",41.743,-89.676,"725326","04894","WHITESIDE CO ARPT-JOS H BITTOR F FLD ARPT"
"726",84017197,"US","USA",840,17197,"Will","Illinois","US",41.44619267,-87.97862712,"Will, Illinois, US",41.5,-88.167,"725345","14834","JOLIET REGIONAL AIRPORT"
"727",84017199,"US","USA",840,17199,"Williamson","Illinois","US",37.73033511,-88.92994027,"Williamson, Illinois, US",37.75,-89,"724339","03865","WILLIAMSON COUNTY RGNL APT"
"728",84017201,"US","USA",840,17201,"Winnebago","Illinois","US",42.33641854,-89.16085327,"Winnebago, Illinois, US",42.193,-89.093,"725430","94822","GREATER ROCKFORD AIRPORT"
"729",84017203,"US","USA",840,17203,"Woodford","Illinois","US",40.78579374,-89.20973757,"Woodford, Illinois, US",41.019,-89.386,"A00017","04868","MARSHALL COUNTY AIRPORT"
"730",84018001,"US","USA",840,18001,"Adams","Indiana","US",40.7457653,-84.93671406,"Adams, Indiana, US",40.971,-85.206,"725330","14827","FORT WAYNE INTERNATIONAL AIRPORT"
"731",84018003,"US","USA",840,18003,"Allen","Indiana","US",41.09194313,-85.06800636,"Allen, Indiana, US",40.971,-85.206,"725330","14827","FORT WAYNE INTERNATIONAL AIRPORT"
"732",84018005,"US","USA",840,18005,"Bartholomew","Indiana","US",39.20744865,-85.89558181,"Bartholomew, Indiana, US",39.267,-85.9,"724363","13803","COLUMBUS MUNICIPAL AIRPORT"
"733",84018007,"US","USA",840,18007,"Benton","Indiana","US",40.60626947,-87.31093999,"Benton, Indiana, US",40.412,-86.937,"724386","14835","PURDUE UNIVERSITY AIRPORT"
"734",84018009,"US","USA",840,18009,"Blackford","Indiana","US",40.47388153,-85.32499702,"Blackford, Indiana, US",40.234,-85.394,"725336","94895","DELAWARE CO-JOHNSON FD APT"
"735",84018011,"US","USA",840,18011,"Boone","Indiana","US",40.0509304,-86.46841646,"Boone, Indiana, US",40.031,-86.251,"720575","00173","INDIANAPOLIS EXECUTIVE AIRPORT"
"736",84018013,"US","USA",840,18013,"Brown","Indiana","US",39.19605589,-86.22868909,"Brown, Indiana, US",39.267,-85.9,"724363","13803","COLUMBUS MUNICIPAL AIRPORT"
"737",84018015,"US","USA",840,18015,"Carroll","Indiana","US",40.5807832,-86.56198812,"Carroll,Indiana,US",40.711,-86.375,"720961","00336","LOGANSPORT CASS COUNTY AIRPORT"
"738",84018017,"US","USA",840,18017,"Cass","Indiana","US",40.76135835,-86.34830753,"Cass, Indiana, US",40.711,-86.375,"720961","00336","LOGANSPORT CASS COUNTY AIRPORT"
"739",84018019,"US","USA",840,18019,"Clark","Indiana","US",38.48015445,-85.70510334,"Clark, Indiana, US",38.228,-85.664,"724235","13810","BOWMAN FIELD AIRPORT"
"740",84018021,"US","USA",840,18021,"Clay","Indiana","US",39.39561833,-87.11723506,"Clay, Indiana, US",39.452,-87.309,"724373","03868","TER HUTE INTL-HULMAN FD AP"
"741",84018023,"US","USA",840,18023,"Clinton","Indiana","US",40.30319754,-86.47277257,"Clinton, Indiana, US",40.031,-86.251,"720575","00173","INDIANAPOLIS EXECUTIVE AIRPORT"
"742",84018025,"US","USA",840,18025,"Crawford","Indiana","US",38.28814402,-86.44518825,"Crawford, Indiana, US",38.249,-86.954,"724365","53896","HUNTINGBURG AIRPORT"
"743",84018027,"US","USA",840,18027,"Daviess","Indiana","US",38.70186039,-87.07185406,"Daviess, Indiana, US",38.7,-87.13,"720903","00441","DAVIESS COUNTY AIRPORT"
"744",84018033,"US","USA",840,18033,"DeKalb","Indiana","US",41.39804622,-84.99906934,"DeKalb, Indiana, US",41.3,-85.067,"720543","00167","DE KALB COUNTY AIRPORT"
"745",84018029,"US","USA",840,18029,"Dearborn","Indiana","US",39.14647946,-84.97333539,"Dearborn, Indiana, US",39.044,-84.672,"724210","93814","CINCINNATI/NORTHERN KENTUCKY INTL AP"
"746",84018031,"US","USA",840,18031,"Decatur","Indiana","US",39.30712658,-85.50087166,"Decatur, Indiana, US",39.267,-85.9,"724363","13803","COLUMBUS MUNICIPAL AIRPORT"
"747",84018035,"US","USA",840,18035,"Delaware","Indiana","US",40.22787247,-85.39732772,"Delaware, Indiana, US",40.234,-85.394,"725336","94895","DELAWARE CO-JOHNSON FD APT"
"748",84018037,"US","USA",840,18037,"Dubois","Indiana","US",38.36597551,-86.8792417,"Dubois, Indiana, US",38.249,-86.954,"724365","53896","HUNTINGBURG AIRPORT"
"749",84018039,"US","USA",840,18039,"Elkhart","Indiana","US",41.59761169,-85.85875695,"Elkhart, Indiana, US",41.533,-85.783,"724388","14829","GOSHEN MUNICIPAL AIRPORT"
"750",84018041,"US","USA",840,18041,"Fayette","Indiana","US",39.63684962,-85.17797541,"Fayette, Indiana, US",39.578,-85.803,"724356","53866","SHELBYVILLE MINUCIPAL ARPT"
"751",84018043,"US","USA",840,18043,"Floyd","Indiana","US",38.32117957,-85.90385377,"Floyd, Indiana, US",38.181,-85.739,"724230","93821","LOUISVILLE  INTL-STANDIFORD FIELD AP"
"752",84018045,"US","USA",840,18045,"Fountain","Indiana","US",40.12361933,-87.24217689,"Fountain, Indiana, US",40.2,-87.6,"722076","94891","VERMILION COUNTY AIRPORT"
"753",84018047,"US","USA",840,18047,"Franklin","Indiana","US",39.4142482,-85.06062647,"Franklin, Indiana, US",39.364,-84.525,"725217","53855","BUTLER CO. REGIONAL ARPT"
"754",84018049,"US","USA",840,18049,"Fulton","Indiana","US",41.0469907,-86.26252745,"Fulton, Indiana, US",41.066,-86.182,"720736","00265","FULTON COUNTY AIRPORT"
"755",84018051,"US","USA",840,18051,"Gibson","Indiana","US",38.30393723,-87.58054938,"Gibson, Indiana, US",38.044,-87.521,"724320","93817","EVANSVILLE REGIONAL AIRPORT"
"756",84018053,"US","USA",840,18053,"Grant","Indiana","US",40.51587228,-85.65468702,"Grant, Indiana, US",40.483,-85.683,"744214","94852","MARION MUNICIPAL AP"
"757",84018055,"US","USA",840,18055,"Greene","Indiana","US",39.03630547,-86.96223202,"Greene, Indiana, US",39.133,-86.617,"724375","03893","MONROE COUNTY AIRPORT"
"758",84018057,"US","USA",840,18057,"Hamilton","Indiana","US",40.07306535,-86.05244729,"Hamilton, Indiana, US",40.031,-86.251,"720575","00173","INDIANAPOLIS EXECUTIVE AIRPORT"
"759",84018059,"US","USA",840,18059,"Hancock","Indiana","US",39.82304555,-85.77566351,"Hancock, Indiana, US",39.578,-85.803,"724356","53866","SHELBYVILLE MINUCIPAL ARPT"
"760",84018061,"US","USA",840,18061,"Harrison","Indiana","US",38.19467379,-86.10948271,"Harrison, Indiana, US",38.181,-85.739,"724230","93821","LOUISVILLE  INTL-STANDIFORD FIELD AP"
"761",84018063,"US","USA",840,18063,"Hendricks","Indiana","US",39.76719009,-86.51037283,"Hendricks, Indiana, US",39.825,-86.296,"724384","53842","EAGLE CREEK AIRPARK ARPT"
"762",84018065,"US","USA",840,18065,"Henry","Indiana","US",39.93029017,-85.39625719,"Henry, Indiana, US",40.117,-85.617,"724385","04828","ANRSN MUNI DRNGTON FLD AP"
"763",84018067,"US","USA",840,18067,"Howard","Indiana","US",40.48527731,-86.11351892,"Howard, Indiana, US",40.528,-86.059,"724387","54807","KOKOMO MUNICIPAL AIRPORT"
"764",84018069,"US","USA",840,18069,"Huntington","Indiana","US",40.82907273,-85.48822092,"Huntington, Indiana, US",40.971,-85.206,"725330","14827","FORT WAYNE INTERNATIONAL AIRPORT"
"765",84018071,"US","USA",840,18071,"Jackson","Indiana","US",38.9091582,-86.03851889,"Jackson, Indiana, US",39.267,-85.9,"724363","13803","COLUMBUS MUNICIPAL AIRPORT"
"766",84018073,"US","USA",840,18073,"Jasper","Indiana","US",41.02078733,-87.11553319,"Jasper, Indiana, US",40.948,-87.183,"744660","00388","JASPER COUNTY AIRPORT"
"767",84018075,"US","USA",840,18075,"Jay","Indiana","US",40.43781032,-85.00576229,"Jay, Indiana, US",40.234,-85.394,"725336","94895","DELAWARE CO-JOHNSON FD APT"
"768",84018077,"US","USA",840,18077,"Jefferson","Indiana","US",38.78576239,-85.43633383,"Jefferson, Indiana, US",38.228,-85.664,"724235","13810","BOWMAN FIELD AIRPORT"
"769",84018079,"US","USA",840,18079,"Jennings","Indiana","US",38.99588883,-85.62710784,"Jennings, Indiana, US",39.267,-85.9,"724363","13803","COLUMBUS MUNICIPAL AIRPORT"
"770",84018081,"US","USA",840,18081,"Johnson","Indiana","US",39.48994426,-86.10149107,"Johnson, Indiana, US",39.578,-85.803,"724356","53866","SHELBYVILLE MINUCIPAL ARPT"
"771",84018083,"US","USA",840,18083,"Knox","Indiana","US",38.68861576,-87.4194665,"Knox, Indiana, US",38.764,-87.606,"725342","13809","LRNCVLL-VINCNES INTL ARPT"
"772",84018085,"US","USA",840,18085,"Kosciusko","Indiana","US",41.24521668,-85.86312322,"Kosciusko, Indiana, US",41.275,-85.84,"720266","54809","WARSAW MUNICIPAL AIRPORT"
"773",84018087,"US","USA",840,18087,"LaGrange","Indiana","US",41.64232188,-85.42674232,"LaGrange, Indiana, US",41.817,-85.433,"725383","54827","KIRSCH MUNICIPAL AIRPORT"
"774",84018091,"US","USA",840,18091,"LaPorte","Indiana","US",41.54366008,-86.74072188,"LaPorte, Indiana, US",41.572,-86.735,"721029","00347","LA PORTE MUNICIPAL AIRPORT"
"775",84018089,"US","USA",840,18089,"Lake","Indiana","US",41.41874274,-87.38277575,"Lake, Indiana, US",41.54,-87.532,"722126","04879","LANSING MUNICIPAL AP"
"776",84018093,"US","USA",840,18093,"Lawrence","Indiana","US",38.84112637,-86.48361629,"Lawrence, Indiana, US",38.888,-86.571,"999999","63898","BEDFORD 5 WNW"
"777",84018095,"US","USA",840,18095,"Madison","Indiana","US",40.16143691,-85.71964711,"Madison, Indiana, US",40.117,-85.617,"724385","04828","ANRSN MUNI DRNGTON FLD AP"
"778",84018097,"US","USA",840,18097,"Marion","Indiana","US",39.78163624,-86.13826325,"Marion, Indiana, US",39.725,-86.282,"724380","93819","INDIANAPOLIS INTERNATIONAL AIRPORT"
"779",84018099,"US","USA",840,18099,"Marshall","Indiana","US",41.32467367,-86.26185087,"Marshall, Indiana, US",41.066,-86.182,"720736","00265","FULTON COUNTY AIRPORT"
"780",84018101,"US","USA",840,18101,"Martin","Indiana","US",38.7099921,-86.80373186,"Martin, Indiana, US",38.888,-86.571,"999999","63898","BEDFORD 5 WNW"
"781",84018103,"US","USA",840,18103,"Miami","Indiana","US",40.76940965,-86.04525048,"Miami, Indiana, US",40.65,-86.15,"725335","94833","GRISSOM AFB AIRPORT"
"782",84018105,"US","USA",840,18105,"Monroe","Indiana","US",39.16130004,-86.52414358,"Monroe, Indiana, US",39.133,-86.617,"724375","03893","MONROE COUNTY AIRPORT"
"783",84018107,"US","USA",840,18107,"Montgomery","Indiana","US",40.04034823,-86.89335024,"Montgomery, Indiana, US",40.412,-86.937,"724386","14835","PURDUE UNIVERSITY AIRPORT"
"784",84018109,"US","USA",840,18109,"Morgan","Indiana","US",39.47899078,-86.44573375,"Morgan, Indiana, US",39.725,-86.282,"724380","93819","INDIANAPOLIS INTERNATIONAL AIRPORT"
"785",84018111,"US","USA",840,18111,"Newton","Indiana","US",40.95610449,-87.39635768,"Newton, Indiana, US",40.948,-87.183,"744660","00388","JASPER COUNTY AIRPORT"
"786",84018113,"US","USA",840,18113,"Noble","Indiana","US",41.39672484,-85.41966713,"Noble, Indiana, US",41.3,-85.067,"720543","00167","DE KALB COUNTY AIRPORT"
"787",84018115,"US","USA",840,18115,"Ohio","Indiana","US",38.955305,-84.96515993,"Ohio, Indiana, US",39.044,-84.672,"724210","93814","CINCINNATI/NORTHERN KENTUCKY INTL AP"
"788",84018117,"US","USA",840,18117,"Orange","Indiana","US",38.5411892,-86.49523093,"Orange, Indiana, US",38.888,-86.571,"999999","63898","BEDFORD 5 WNW"
"789",84080018,"US","USA",840,80018,"Out of IN","Indiana","US",0,0,"Out of IN, Indiana, US",0,0,"538660","99999","BOGUS CHINESE"
"790",84018119,"US","USA",840,18119,"Owen","Indiana","US",39.31145587,-86.83900724,"Owen, Indiana, US",39.133,-86.617,"724375","03893","MONROE COUNTY AIRPORT"
"791",84018121,"US","USA",840,18121,"Parke","Indiana","US",39.77202286,-87.20375833,"Parke, Indiana, US",39.452,-87.309,"724373","03868","TER HUTE INTL-HULMAN FD AP"
"792",84018123,"US","USA",840,18123,"Perry","Indiana","US",38.07809328,-86.63741946,"Perry, Indiana, US",38.249,-86.954,"724365","53896","HUNTINGBURG AIRPORT"
"793",84018125,"US","USA",840,18125,"Pike","Indiana","US",38.40112197,-87.23574907,"Pike, Indiana, US",38.249,-86.954,"724365","53896","HUNTINGBURG AIRPORT"
"794",84018127,"US","USA",840,18127,"Porter","Indiana","US",41.45986947,-87.06848888,"Porter, Indiana, US",41.453,-87.006,"725327","04846","PORTER COUNTY MUNICIPAL AIRPORT"
"795",84018129,"US","USA",840,18129,"Posey","Indiana","US",38.02097333,-87.86480429,"Posey, Indiana, US",38.089,-88.123,"722074","63840","CARMI MINICIPAL AIRPORT"
"796",84018131,"US","USA",840,18131,"Pulaski","Indiana","US",41.04166107,-86.69890683,"Pulaski, Indiana, US",41.333,-86.667,"720593","00187","STARKE COUNTY AIRPORT"
"797",84018133,"US","USA",840,18133,"Putnam","Indiana","US",39.66437981,-86.84517605,"Putnam, Indiana, US",39.452,-87.309,"724373","03868","TER HUTE INTL-HULMAN FD AP"
"798",84018135,"US","USA",840,18135,"Randolph","Indiana","US",40.15734772,-85.01139319,"Randolph, Indiana, US",40.234,-85.394,"725336","94895","DELAWARE CO-JOHNSON FD APT"
"799",84018137,"US","USA",840,18137,"Ripley","Indiana","US",39.10235626,-85.26212744,"Ripley, Indiana, US",39.044,-84.672,"724210","93814","CINCINNATI/NORTHERN KENTUCKY INTL AP"
"800",84018139,"US","USA",840,18139,"Rush","Indiana","US",39.62002287,-85.4655599,"Rush, Indiana, US",39.578,-85.803,"724356","53866","SHELBYVILLE MINUCIPAL ARPT"
"801",84018143,"US","USA",840,18143,"Scott","Indiana","US",38.68672078,-85.74627859,"Scott, Indiana, US",38.228,-85.664,"724235","13810","BOWMAN FIELD AIRPORT"
"802",84018145,"US","USA",840,18145,"Shelby","Indiana","US",39.52305623,-85.7915857,"Shelby, Indiana, US",39.578,-85.803,"724356","53866","SHELBYVILLE MINUCIPAL ARPT"
"803",84018147,"US","USA",840,18147,"Spencer","Indiana","US",38.01519732,-87.0079644,"Spencer, Indiana, US",38.249,-86.954,"724365","53896","HUNTINGBURG AIRPORT"
"804",84018141,"US","USA",840,18141,"St. Joseph","Indiana","US",41.61756781,-86.29040834,"St. Joseph, Indiana, US",41.707,-86.316,"725350","14848","SOUTH BEND REGIONAL AIRPORT"
"805",84018149,"US","USA",840,18149,"Starke","Indiana","US",41.27890281,-86.64686895,"Starke, Indiana, US",41.333,-86.667,"720593","00187","STARKE COUNTY AIRPORT"
"806",84018151,"US","USA",840,18151,"Steuben","Indiana","US",41.64423868,-85.00101094,"Steuben, Indiana, US",41.933,-85.053,"725414","04886","BRANCH COUNTY MEMO AIRPORT"
"807",84018153,"US","USA",840,18153,"Sullivan","Indiana","US",39.08952258,-87.41414469,"Sullivan, Indiana, US",39.016,-87.65,"720319","63841","ROBINSON MUNICIPAL AIRPORT"
"808",84018155,"US","USA",840,18155,"Switzerland","Indiana","US",38.82767338,-85.03022429,"Switzerland, Indiana, US",39.044,-84.672,"724210","93814","CINCINNATI/NORTHERN KENTUCKY INTL AP"
"809",84018157,"US","USA",840,18157,"Tippecanoe","Indiana","US",40.38872739,-86.89413959,"Tippecanoe, Indiana, US",40.412,-86.937,"724386","14835","PURDUE UNIVERSITY AIRPORT"
"810",84018159,"US","USA",840,18159,"Tipton","Indiana","US",40.31123252,-86.05234925,"Tipton, Indiana, US",40.528,-86.059,"724387","54807","KOKOMO MUNICIPAL AIRPORT"
"811",84090018,"US","USA",840,90018,"Unassigned","Indiana","US",0,0,"Unassigned, Indiana, US",0,0,"538660","99999","BOGUS CHINESE"
"812",84018161,"US","USA",840,18161,"Union","Indiana","US",39.62550777,-84.92497066,"Union, Indiana, US",39.364,-84.525,"725217","53855","BUTLER CO. REGIONAL ARPT"
"813",84018163,"US","USA",840,18163,"Vanderburgh","Indiana","US",38.02658833,-87.58763124,"Vanderburgh, Indiana, US",38.044,-87.521,"724320","93817","EVANSVILLE REGIONAL AIRPORT"
"814",84018165,"US","USA",840,18165,"Vermillion","Indiana","US",39.8523352,-87.46160542,"Vermillion, Indiana, US",39.7,-87.669,"722172","63810","EDGAR COUNTY AIRPORT"
"815",84018167,"US","USA",840,18167,"Vigo","Indiana","US",39.42944561,-87.39169027,"Vigo, Indiana, US",39.452,-87.309,"724373","03868","TER HUTE INTL-HULMAN FD AP"
"816",84018169,"US","USA",840,18169,"Wabash","Indiana","US",40.84704239,-85.79328272,"Wabash, Indiana, US",40.65,-86.15,"725335","94833","GRISSOM AFB AIRPORT"
"817",84018171,"US","USA",840,18171,"Warren","Indiana","US",40.34728141,-87.35602659,"Warren, Indiana, US",40.2,-87.6,"722076","94891","VERMILION COUNTY AIRPORT"
"818",84018173,"US","USA",840,18173,"Warrick","Indiana","US",38.08922676,-87.2716085,"Warrick, Indiana, US",38.044,-87.521,"724320","93817","EVANSVILLE REGIONAL AIRPORT"
"819",84018175,"US","USA",840,18175,"Washington","Indiana","US",38.60219804,-86.1049363,"Washington, Indiana, US",38.888,-86.571,"999999","63898","BEDFORD 5 WNW"
"820",84018177,"US","USA",840,18177,"Wayne","Indiana","US",39.8633444,-85.01044989,"Wayne, Indiana, US",40.234,-85.394,"725336","94895","DELAWARE CO-JOHNSON FD APT"
"821",84018179,"US","USA",840,18179,"Wells","Indiana","US",40.72934187,-85.22132966,"Wells, Indiana, US",40.971,-85.206,"725330","14827","FORT WAYNE INTERNATIONAL AIRPORT"
"822",84018181,"US","USA",840,18181,"White","Indiana","US",40.74911165,-86.86492015,"White, Indiana, US",40.948,-87.183,"744660","00388","JASPER COUNTY AIRPORT"
"823",84018183,"US","USA",840,18183,"Whitley","Indiana","US",41.13863784,-85.50791236,"Whitley, Indiana, US",40.971,-85.206,"725330","14827","FORT WAYNE INTERNATIONAL AIRPORT"
"824",84019001,"US","USA",840,19001,"Adair","Iowa","US",41.33075609,-94.47105874,"Adair, Iowa, US",41.007,-94.363,"725474","04915","CRESTON MUNICIPAL AIRPORT"
"825",84019003,"US","USA",840,19003,"Adams","Iowa","US",41.02903567,-94.69932645,"Adams, Iowa, US",41.007,-94.363,"725474","04915","CRESTON MUNICIPAL AIRPORT"
"826",84019005,"US","USA",840,19005,"Allamakee","Iowa","US",43.28383218,-91.37860922,"Allamakee, Iowa, US",43.275,-91.739,"725476","04916","DECORAH MUNICIPAL AIRPORT"
"827",84019007,"US","USA",840,19007,"Appanoose","Iowa","US",40.74324454,-92.86865906,"Appanoose, Iowa, US",40.684,-92.901,"722274","54939","CENTERVILLE MUNICIPAL AIRPORT"
"828",84019009,"US","USA",840,19009,"Audubon","Iowa","US",41.6844628,-94.90581859,"Audubon, Iowa, US",41.7,-94.917,"725498","94998","AUDUBON COUNTY AIRPORT"
"829",84019011,"US","USA",840,19011,"Benton","Iowa","US",42.08011739,-92.06463573,"Benton, Iowa, US",42.219,-92.026,"720326","04981","VINTON VETERANS MEMORIAL AIRPARK AIRPORT"
"830",84019013,"US","USA",840,19013,"Black Hawk","Iowa","US",42.4704581,-92.30524729,"Black Hawk, Iowa, US",42.554,-92.401,"725480","94910","WATERLOO MUNICIPAL AIRPORT"
"831",84019015,"US","USA",840,19015,"Boone","Iowa","US",42.03657094,-93.9313999,"Boone, Iowa, US",42.049,-93.848,"725486","04906","BOONE MUNICIPAL AIRPORT"
"832",84019017,"US","USA",840,19017,"Bremer","Iowa","US",42.77461496,-92.31795937,"Bremer, Iowa, US",42.554,-92.401,"725480","94910","WATERLOO MUNICIPAL AIRPORT"
"833",84019019,"US","USA",840,19019,"Buchanan","Iowa","US",42.4709188,-91.83510825,"Buchanan, Iowa, US",42.453,-91.948,"720293","04989","INDEPENDENCE MUNICIPAL APT"
"834",84019021,"US","USA",840,19021,"Buena Vista","Iowa","US",42.73545875,-95.15100162,"Buena Vista, Iowa, US",42.597,-95.241,"725496","04976","STORM LAKE MUNICIPAL ARPT"
"835",84019023,"US","USA",840,19023,"Butler","Iowa","US",42.73172833,-92.79015971,"Butler, Iowa, US",42.554,-92.401,"725480","94910","WATERLOO MUNICIPAL AIRPORT"
"836",84019025,"US","USA",840,19025,"Calhoun","Iowa","US",42.38521079,-94.64046046,"Calhoun, Iowa, US",42.046,-94.789,"725468","04910","ARTHUR N. NEU AIRPORT"
"837",84019027,"US","USA",840,19027,"Carroll","Iowa","US",42.03617207,-94.86032705,"Carroll, Iowa, US",42.046,-94.789,"725468","04910","ARTHUR N. NEU AIRPORT"
"838",84019029,"US","USA",840,19029,"Cass","Iowa","US",41.33149454,-94.92792482,"Cass, Iowa, US",41.407,-95.047,"725453","14930","ATLANTIC MUNICIPAL AIRPORT"
"839",84019031,"US","USA",840,19031,"Cedar","Iowa","US",41.77233777,-91.13246684,"Cedar, Iowa, US",41.633,-91.543,"725462","14937","IOWA CITY MUNICIPAL ARPT"
"840",84019033,"US","USA",840,19033,"Cerro Gordo","Iowa","US",43.08177563,-93.2612239,"Cerro Gordo, Iowa, US",43.154,-93.327,"725485","14940","MASON CITY MUNICIPAL ARPT"
"841",84019035,"US","USA",840,19035,"Cherokee","Iowa","US",42.73538914,-95.62389402,"Cherokee, Iowa, US",42.732,-95.556,"720344","54920","CHEROKEE MUNICIPAL AIRPORT/"
"842",84019037,"US","USA",840,19037,"Chickasaw","Iowa","US",43.06001295,-92.31773347,"Chickasaw, Iowa, US",43.073,-92.611,"725463","14966","CHARLES CITY MUNICIPAL APT"
"843",84019039,"US","USA",840,19039,"Clarke","Iowa","US",41.02868181,-93.78499767,"Clarke, Iowa, US",41.052,-93.689,"720701","54942","OSCEOLA MUNICIPAL AIRPORT"
"844",84019041,"US","USA",840,19041,"Clay","Iowa","US",43.08247182,-95.15096481,"Clay, Iowa, US",43.164,-95.202,"726500","14972","SPENCER MUNICIPAL AIRPORT"
"845",84019043,"US","USA",840,19043,"Clayton","Iowa","US",42.84443388,-91.34133693,"Clayton, Iowa, US",43.019,-91.124,"726444","04963","PRAIRIE DU CHIEN MUNI ARPT"
"846",84019045,"US","USA",840,19045,"Clinton","Iowa","US",41.89981633,-90.53275096,"Clinton, Iowa, US",41.833,-90.333,"725473","94979","CLINTON MUNICIPAL AIRPORT"
"847",84019047,"US","USA",840,19047,"Crawford","Iowa","US",42.03718237,-95.3819718,"Crawford, Iowa, US",41.986,-95.381,"725477","04917","DENISON MUNICIPAL AIRPORT"
"848",84019049,"US","USA",840,19049,"Dallas","Iowa","US",41.68560356,-94.04127625,"Dallas, Iowa, US",41.828,-94.16,"720412","54943","PERRY MUNICIPAL AIRPORT"
"849",84019051,"US","USA",840,19051,"Davis","Iowa","US",40.74773536,-92.41005468,"Davis, Iowa, US",41.108,-92.447,"725465","14950","OTTUMWA INDUSTRIAL AIRPORT"
"850",84019053,"US","USA",840,19053,"Decatur","Iowa","US",40.73742757,-93.78645949,"Decatur, Iowa, US",40.631,-93.901,"725499","94991","LAMONI MUNICIPAL AIRPORT"
"851",84019055,"US","USA",840,19055,"Delaware","Iowa","US",42.47104597,-91.3664492,"Delaware, Iowa, US",42.224,-91.166,"725475","04953","MONTICELLO REGIONAL ARPT"
"852",84019057,"US","USA",840,19057,"Des Moines","Iowa","US",40.92012606,-91.18326592,"Des Moines, Iowa, US",40.783,-91.125,"725420","14931","SE IOWA REGIONAL AIRPORT"
